"monk","session","piccat","dv","Nimg","Ntot","sessdate"
3,85,3,-40,0,0,2007-12-06
3,85,4,-40,0,0,2007-12-06
3,85,1,-25,0,0,2007-12-06
3,85,2,-25,0,0,2007-12-06
3,85,3,-25,0,2,2007-12-06
3,85,4,-25,0,0,2007-12-06
3,85,1,0,1,34,2007-12-06
3,85,2,0,0,36,2007-12-06
3,85,3,0,1,28,2007-12-06
3,85,4,0,2,38,2007-12-06
3,85,1,20,0,0,2007-12-06
3,85,2,20,0,1,2007-12-06
3,85,3,20,0,0,2007-12-06
3,85,4,20,0,0,2007-12-06
3,85,1,25,0,0,2007-12-06
3,85,2,25,0,0,2007-12-06
3,85,3,25,0,1,2007-12-06
3,85,4,25,0,0,2007-12-06
3,85,1,40,0,0,2007-12-06
3,85,2,40,0,34,2007-12-06
3,85,3,40,0,0,2007-12-06
3,85,4,40,0,0,2007-12-06
3,85,1,50,16,38,2007-12-06
3,85,2,50,2,13,2007-12-06
3,85,3,50,10,39,2007-12-06
3,85,4,50,14,36,2007-12-06
3,86,1,-70,0,17,2007-12-07
3,86,2,-70,0,21,2007-12-07
3,86,3,-70,1,11,2007-12-07
3,86,4,-70,0,20,2007-12-07
3,86,1,-50,0,17,2007-12-07
3,86,2,-50,3,33,2007-12-07
3,86,3,-50,0,27,2007-12-07
3,86,4,-50,0,16,2007-12-07
3,86,1,0,2,24,2007-12-07
3,86,2,0,4,42,2007-12-07
3,86,3,0,10,47,2007-12-07
3,86,4,0,2,37,2007-12-07
3,86,1,50,11,16,2007-12-07
3,86,2,50,19,22,2007-12-07
3,86,3,50,11,22,2007-12-07
3,86,4,50,7,24,2007-12-07
3,86,1,70,15,20,2007-12-07
3,86,2,70,9,11,2007-12-07
3,86,3,70,10,15,2007-12-07
3,86,4,70,10,15,2007-12-07
3,86,1,100,0,0,2007-12-07
3,86,2,100,0,0,2007-12-07
3,86,3,100,0,0,2007-12-07
3,86,4,100,1,1,2007-12-07
3,87,1,-50,0,24,2007-12-11
3,87,2,-50,0,25,2007-12-11
3,87,3,-50,0,24,2007-12-11
3,87,4,-50,2,29,2007-12-11
3,87,1,-40,0,0,2007-12-11
3,87,2,-40,2,16,2007-12-11
3,87,3,-40,0,0,2007-12-11
3,87,4,-40,0,20,2007-12-11
3,87,1,0,10,20,2007-12-11
3,87,2,0,4,41,2007-12-11
3,87,3,0,6,24,2007-12-11
3,87,4,0,10,48,2007-12-11
3,87,1,40,0,0,2007-12-11
3,87,2,40,13,29,2007-12-11
3,87,3,40,0,0,2007-12-11
3,87,4,40,16,20,2007-12-11
3,87,1,50,18,26,2007-12-11
3,87,2,50,24,35,2007-12-11
3,87,3,50,18,27,2007-12-11
3,87,4,50,15,22,2007-12-11
3,88,1,-40,0,17,2007-12-12
3,88,2,-40,9,44,2007-12-12
3,88,3,-40,2,30,2007-12-12
3,88,4,-40,1,21,2007-12-12
3,88,1,0,6,23,2007-12-12
3,88,2,0,8,42,2007-12-12
3,88,3,0,12,25,2007-12-12
3,88,4,0,12,26,2007-12-12
3,88,1,40,18,24,2007-12-12
3,88,2,40,18,29,2007-12-12
3,88,3,40,24,26,2007-12-12
3,88,4,40,18,25,2007-12-12
2,89,1,-50,0,0,2008-04-01
2,89,2,-50,0,18,2008-04-01
2,89,3,-50,2,23,2008-04-01
2,89,4,-50,4,22,2008-04-01
2,89,1,0,14,21,2008-04-01
2,89,2,0,22,33,2008-04-01
2,89,3,0,9,26,2008-04-01
2,89,4,0,13,23,2008-04-01
2,89,1,50,4,5,2008-04-01
2,89,2,50,20,22,2008-04-01
2,89,3,50,17,19,2008-04-01
2,89,4,50,19,19,2008-04-01
2,90,1,-50,4,22,2008-04-02
2,90,2,-50,2,20,2008-04-02
2,90,3,-50,0,20,2008-04-02
2,90,4,-50,1,24,2008-04-02
2,90,1,0,6,22,2008-04-02
2,90,2,0,22,26,2008-04-02
2,90,3,0,8,23,2008-04-02
2,90,4,0,9,20,2008-04-02
2,90,1,50,22,23,2008-04-02
2,90,2,50,15,17,2008-04-02
2,90,3,50,22,24,2008-04-02
2,90,4,50,20,21,2008-04-02
2,91,1,-50,0,29,2008-04-04
2,91,2,-50,1,20,2008-04-04
2,91,3,-50,1,21,2008-04-04
2,91,4,-50,1,11,2008-04-04
2,91,1,-30,1,27,2008-04-04
2,91,2,-30,3,21,2008-04-04
2,91,3,-30,1,18,2008-04-04
2,91,4,-30,1,18,2008-04-04
2,91,1,0,15,39,2008-04-04
2,91,2,0,20,47,2008-04-04
2,91,3,0,29,48,2008-04-04
2,91,4,0,13,36,2008-04-04
2,91,1,25,0,0,2008-04-04
2,91,2,25,0,0,2008-04-04
2,91,3,25,0,1,2008-04-04
2,91,4,25,0,0,2008-04-04
2,91,1,30,18,20,2008-04-04
2,91,2,30,20,23,2008-04-04
2,91,3,30,14,21,2008-04-04
2,91,4,30,16,19,2008-04-04
2,91,1,50,14,19,2008-04-04
2,91,2,50,22,23,2008-04-04
2,91,3,50,19,19,2008-04-04
2,91,4,50,23,26,2008-04-04
2,92,1,-40,4,19,2008-04-29
2,92,2,-40,1,23,2008-04-29
2,92,3,-40,1,21,2008-04-29
2,92,1,0,8,23,2008-04-29
2,92,2,0,19,22,2008-04-29
2,92,3,0,13,25,2008-04-29
2,92,1,40,28,32,2008-04-29
2,92,2,40,18,24,2008-04-29
2,92,3,40,18,20,2008-04-29
2,93,1,-40,0,20,2008-04-30
2,93,2,-40,2,41,2008-04-30
2,93,3,-40,4,41,2008-04-30
2,93,4,-40,3,36,2008-04-30
2,93,1,0,10,24,2008-04-30
2,93,2,0,23,53,2008-04-30
2,93,3,0,21,43,2008-04-30
2,93,4,0,10,25,2008-04-30
2,93,1,20,0,1,2008-04-30
2,93,2,20,0,0,2008-04-30
2,93,3,20,0,0,2008-04-30
2,93,4,20,0,0,2008-04-30
2,93,1,40,20,25,2008-04-30
2,93,2,40,32,36,2008-04-30
2,93,3,40,38,41,2008-04-30
2,93,4,40,38,52,2008-04-30
2,94,1,-169,0,0,2008-05-01
2,94,2,-169,0,15,2008-05-01
2,94,3,-169,0,0,2008-05-01
2,94,4,-169,0,0,2008-05-01
2,94,1,-40,2,17,2008-05-01
2,94,2,-40,2,40,2008-05-01
2,94,3,-40,4,32,2008-05-01
2,94,4,-40,2,41,2008-05-01
2,94,1,0,13,28,2008-05-01
2,94,2,0,14,37,2008-05-01
2,94,3,0,26,41,2008-05-01
2,94,4,0,18,40,2008-05-01
2,94,1,40,8,16,2008-05-01
2,94,2,40,38,41,2008-05-01
2,94,3,40,34,44,2008-05-01
2,94,4,40,37,43,2008-05-01
2,95,1,-170,0,0,2008-05-07
2,95,2,-170,0,0,2008-05-07
2,95,3,-170,0,0,2008-05-07
2,95,4,-170,3,32,2008-05-07
2,95,1,-40,0,24,2008-05-07
2,95,2,-40,2,49,2008-05-07
2,95,3,-40,0,27,2008-05-07
2,95,4,-40,0,0,2008-05-07
2,95,1,-20,0,0,2008-05-07
2,95,2,-20,0,1,2008-05-07
2,95,3,-20,0,0,2008-05-07
2,95,4,-20,0,0,2008-05-07
2,95,1,0,10,25,2008-05-07
2,95,2,0,40,67,2008-05-07
2,95,3,0,10,36,2008-05-07
2,95,4,0,22,30,2008-05-07
2,95,1,20,0,1,2008-05-07
2,95,2,20,0,0,2008-05-07
2,95,3,20,0,0,2008-05-07
2,95,4,20,0,0,2008-05-07
2,95,1,40,22,24,2008-05-07
2,95,2,40,19,19,2008-05-07
2,95,3,40,25,25,2008-05-07
2,95,4,40,21,28,2008-05-07
2,96,1,-30,4,28,2008-05-09
2,96,2,-30,4,47,2008-05-09
2,96,3,-30,4,51,2008-05-09
2,96,4,-30,5,43,2008-05-09
2,96,1,0,12,24,2008-05-09
2,96,2,0,22,39,2008-05-09
2,96,3,0,21,45,2008-05-09
2,96,4,0,17,40,2008-05-09
2,96,1,30,27,28,2008-05-09
2,96,2,30,44,48,2008-05-09
2,96,3,30,40,40,2008-05-09
2,96,4,30,24,29,2008-05-09
2,97,1,-50,2,20,2008-06-04
2,97,2,-50,11,40,2008-06-04
2,97,3,-50,0,20,2008-06-04
2,97,4,-50,2,40,2008-06-04
2,97,1,0,15,20,2008-06-04
2,97,2,0,24,40,2008-06-04
2,97,3,0,37,40,2008-06-04
2,97,4,0,25,40,2008-06-04
2,97,1,50,19,20,2008-06-04
2,97,2,50,35,40,2008-06-04
2,97,3,50,35,39,2008-06-04
2,97,4,50,37,40,2008-06-04
2,98,1,-50,2,40,2008-06-11
2,98,2,-50,1,40,2008-06-11
2,98,3,-50,13,40,2008-06-11
2,98,4,-50,3,40,2008-06-11
2,98,1,0,16,40,2008-06-11
2,98,2,0,34,40,2008-06-11
2,98,3,0,18,40,2008-06-11
2,98,4,0,10,40,2008-06-11
2,98,1,50,34,40,2008-06-11
2,98,2,50,38,40,2008-06-11
2,98,3,50,38,40,2008-06-11
2,98,4,50,39,40,2008-06-11
2,99,1,-50,0,20,2008-06-12
2,99,2,-50,1,20,2008-06-12
2,99,3,-50,2,20,2008-06-12
2,99,4,-50,3,20,2008-06-12
2,99,1,0,13,20,2008-06-12
2,99,2,0,12,20,2008-06-12
2,99,3,0,4,20,2008-06-12
2,99,4,0,12,20,2008-06-12
2,99,1,50,18,20,2008-06-12
2,99,2,50,17,20,2008-06-12
2,99,3,50,20,20,2008-06-12
2,99,4,50,18,20,2008-06-12
3,100,1,-50,3,40,2008-06-12
3,100,2,-50,15,40,2008-06-12
3,100,3,-50,16,40,2008-06-12
3,100,4,-50,10,40,2008-06-12
3,100,1,0,18,40,2008-06-12
3,100,2,0,19,40,2008-06-12
3,100,3,0,25,40,2008-06-12
3,100,4,0,23,40,2008-06-12
3,100,1,50,30,40,2008-06-12
3,100,2,50,40,40,2008-06-12
3,100,3,50,40,40,2008-06-12
3,100,4,50,35,40,2008-06-12
2,101,1,-50,6,40,2008-06-13
2,101,2,-50,3,40,2008-06-13
2,101,3,-50,3,40,2008-06-13
2,101,4,-50,4,40,2008-06-13
2,101,1,0,17,40,2008-06-13
2,101,2,0,18,40,2008-06-13
2,101,3,0,30,40,2008-06-13
2,101,4,0,27,40,2008-06-13
2,101,1,50,37,40,2008-06-13
2,101,2,50,37,40,2008-06-13
2,101,3,50,37,40,2008-06-13
2,101,4,50,37,40,2008-06-13
3,102,1,-50,13,40,2008-06-13
3,102,2,-50,11,40,2008-06-13
3,102,3,-50,15,40,2008-06-13
3,102,4,-50,8,40,2008-06-13
3,102,1,0,18,40,2008-06-13
3,102,2,0,25,40,2008-06-13
3,102,3,0,22,40,2008-06-13
3,102,4,0,32,40,2008-06-13
3,102,1,50,28,40,2008-06-13
3,102,2,50,30,40,2008-06-13
3,102,3,50,13,40,2008-06-13
3,102,4,50,39,40,2008-06-13
2,103,1,-50,1,40,2008-06-26
2,103,2,-50,3,40,2008-06-26
2,103,3,-50,5,40,2008-06-26
2,103,4,-50,3,40,2008-06-26
2,103,1,0,14,40,2008-06-26
2,103,2,0,21,40,2008-06-26
2,103,3,0,28,40,2008-06-26
2,103,4,0,29,40,2008-06-26
2,103,1,50,38,40,2008-06-26
2,103,2,50,37,40,2008-06-26
2,103,3,50,36,40,2008-06-26
2,103,4,50,37,40,2008-06-26
3,104,1,-50,6,40,2008-06-27
3,104,2,-50,10,40,2008-06-27
3,104,3,-50,10,40,2008-06-27
3,104,4,-50,5,40,2008-06-27
3,104,1,0,15,40,2008-06-27
3,104,2,0,18,40,2008-06-27
3,104,3,0,16,40,2008-06-27
3,104,4,0,23,40,2008-06-27
3,104,1,50,30,40,2008-06-27
3,104,2,50,37,40,2008-06-27
3,104,3,50,35,40,2008-06-27
3,104,4,50,40,40,2008-06-27
2,105,1,-50,3,40,2008-06-27
2,105,2,-50,3,40,2008-06-27
2,105,3,-50,2,40,2008-06-27
2,105,4,-50,0,40,2008-06-27
2,105,1,0,21,40,2008-06-27
2,105,2,0,22,40,2008-06-27
2,105,3,0,17,40,2008-06-27
2,105,4,0,22,40,2008-06-27
2,105,1,50,40,40,2008-06-27
2,105,2,50,38,40,2008-06-27
2,105,3,50,39,40,2008-06-27
2,105,4,50,37,40,2008-06-27
3,106,1,-50,4,20,2008-07-01
3,106,2,-50,1,20,2008-07-01
3,106,3,-50,2,40,2008-07-01
3,106,4,-50,4,40,2008-07-01
3,106,1,0,5,20,2008-07-01
3,106,2,0,7,20,2008-07-01
3,106,3,0,12,20,2008-07-01
3,106,4,0,30,40,2008-07-01
3,106,1,50,19,20,2008-07-01
3,106,2,50,13,20,2008-07-01
3,106,3,50,19,24,2008-07-01
3,106,4,50,33,40,2008-07-01
3,107,1,-50,5,23,2008-07-03
3,107,2,-50,19,40,2008-07-03
3,107,3,-50,6,20,2008-07-03
3,107,4,-50,4,20,2008-07-03
3,107,1,0,13,20,2008-07-03
3,107,2,0,24,40,2008-07-03
3,107,3,0,12,20,2008-07-03
3,107,4,0,14,20,2008-07-03
3,107,1,50,31,40,2008-07-03
3,107,2,50,34,40,2008-07-03
3,107,3,50,18,20,2008-07-03
3,107,4,50,18,20,2008-07-03
2,108,1,-50,0,40,2008-07-03
2,108,2,-50,2,40,2008-07-03
2,108,3,-50,1,40,2008-07-03
2,108,4,-50,2,40,2008-07-03
2,108,1,0,21,40,2008-07-03
2,108,2,0,18,40,2008-07-03
2,108,3,0,20,40,2008-07-03
2,108,4,0,18,40,2008-07-03
2,108,1,50,37,40,2008-07-03
2,108,2,50,37,40,2008-07-03
2,108,3,50,39,40,2008-07-03
2,108,4,50,39,40,2008-07-03
3,109,1,-50,23,40,2008-07-04
3,109,2,-50,14,40,2008-07-04
3,109,3,-50,4,40,2008-07-04
3,109,4,-50,2,40,2008-07-04
3,109,1,0,20,20,2008-07-04
3,109,2,0,33,40,2008-07-04
3,109,3,0,25,40,2008-07-04
3,109,4,0,34,40,2008-07-04
3,109,1,50,28,31,2008-07-04
3,109,2,50,40,40,2008-07-04
3,109,3,50,35,40,2008-07-04
3,109,4,50,33,40,2008-07-04
3,110,1,-50,6,40,2008-07-08
3,110,2,-50,5,40,2008-07-08
3,110,3,-50,0,40,2008-07-08
3,110,4,-50,1,40,2008-07-08
3,110,1,0,25,40,2008-07-08
3,110,2,0,15,40,2008-07-08
3,110,3,0,23,40,2008-07-08
3,110,4,0,16,40,2008-07-08
3,110,1,50,32,40,2008-07-08
3,110,2,50,34,40,2008-07-08
3,110,3,50,32,40,2008-07-08
3,110,4,50,30,40,2008-07-08
3,111,1,-50,5,40,2008-07-09
3,111,2,-50,9,40,2008-07-09
3,111,3,-50,1,40,2008-07-09
3,111,4,-50,2,40,2008-07-09
3,111,1,0,23,40,2008-07-09
3,111,2,0,24,40,2008-07-09
3,111,3,0,11,40,2008-07-09
3,111,4,0,23,40,2008-07-09
3,111,1,50,38,40,2008-07-09
3,111,2,50,39,40,2008-07-09
3,111,3,50,33,40,2008-07-09
3,111,4,50,34,40,2008-07-09
